title,release_date,genres,year,director
De-Lovely,2004-07-02,Drama Music,2004,Unknown
New York Stories,1989-03-10,Comedy Drama Romance,1989,Unknown
Barney's Great Adventure,1998-01-01,Family,1998,Unknown
The Man with the Iron Fists,2012-11-02,Action,2012,Unknown
Home Fries,1998-11-25,Drama Comedy Romance,1998,Unknown
Here On Earth,2000-03-23,Romance,2000,Unknown
Brazil,1985-02-20,Comedy Science Fiction,1985,Unknown
Raise Your Voice,2004-08-10,Music Drama Romance,2004,Unknown
The Big Lebowski,1998-03-06,Comedy Crime,1998,Unknown
Black Snake Moan,2006-12-08,Drama,2006,Unknown
Dark Blue,2002-12-14,Action Crime Drama Thriller,2002,Unknown
A Mighty Heart,2007-01-01,Drama Thriller,2007,Unknown
Whatever It Takes,2000-03-31,Drama Comedy Romance,2000,Unknown
Boat Trip,2002-10-01,Comedy,2002,Unknown
The Importance of Being Earnest,2002-05-17,Comedy Drama History Romance,2002,Unknown
The Love Letter,1998-02-01,Comedy Drama Fantasy Romance,1998,Unknown
Hoot,2006-05-05,Drama Family,2006,Unknown
In Bruges,2008-02-08,Comedy Drama Crime,2008,Unknown
Peeples,2013-05-09,Comedy,2013,Unknown
The Rocker,2008-08-20,Comedy Music,2008,Unknown
Post Grad,2009-08-21,Comedy,2009,Unknown
Promised Land,2012-09-23,Drama,2012,Unknown
Whatever Works,2009-06-19,Comedy Romance,2009,Unknown
The In Crowd,2000-07-19,Thriller,2000,Unknown
The Three Burials of Melquiades Estrada,2005-11-17,Adventure Crime Drama Mystery Western,2005,Unknown
Jakob the Liar,1999-09-16,Comedy Drama History,1999,Unknown
Kiss Kiss Bang Bang,2005-09-05,Action Comedy Crime Mystery,2005,Unknown
Idle Hands,1999-04-30,Thriller Comedy Horror,1999,Unknown
Mulholland Drive,2001-05-16,Thriller Drama Mystery,2001,Unknown
Blood and Chocolate,2007-01-26,Drama Fantasy Horror Romance,2007,Unknown
You Will Meet a Tall Dark Stranger,2010-05-23,Comedy Drama Romance,2010,Unknown
Never Let Me Go,2010-09-15,Drama Romance Science Fiction,2010,Unknown
The Company,2007-08-05,Drama,2007,Unknown
Transsiberian,2008-01-18,Thriller Crime Mystery,2008,Unknown
The Clan of the Cave Bear,1986-01-17,Adventure Drama,1986,Unknown
Crazy in Alabama,1999-10-22,Comedy Drama,1999,Unknown
Funny Games,2007-10-20,Horror Thriller Crime,2007,Unknown
Listening,2015-09-11,Drama Thriller Science Fiction,2015,Unknown
Felicia's Journey,1999-11-24,Drama,1999,Unknown
Metropolis,1927-01-10,Drama Science Fiction,1927,Unknown
District B13,2004-11-09,Action Thriller Science Fiction,2004,Unknown
Things to Do in Denver When You're Dead,1995-12-01,Drama Crime,1995,Unknown
The Assassin,2015-08-27,Action Drama History,2015,Unknown
Buffalo Soldiers,2001-09-08,Drama Comedy War Crime Thriller,2001,Unknown
The Return,2003-06-25,Thriller Drama Mystery,2003,Unknown
Ong Bak 2,2008-12-04,Adventure Action Thriller,2008,Unknown
Centurion,2010-02-15,Adventure Action Drama,2010,Unknown
Silent Trigger,1996-06-26,Drama Action Thriller,1996,Unknown
The Midnight Meat Train,2008-08-07,Mystery Drama Crime Thriller Horror,2008,Unknown
Winnie Mandela,2011-09-16,Drama,2011,Unknown
The Son of No One,2011-11-04,Drama Thriller Crime,2011,Unknown
All The Queen's Men,2001-10-14,Action Comedy Drama History,2001,Unknown
The Good Night,2007-01-25,Comedy Drama Romance Fantasy Music,2007,Unknown
Bathory: Countess of Blood,2008-07-04,Drama Fantasy,2008,Unknown
Khumba,2013-07-18,Animation Adventure Family,2013,Unknown
Automata,2014-10-09,Thriller Science Fiction,2014,Unknown
Dungeons & Dragons: Wrath of the Dragon God,2005-01-01,Action Adventure Fantasy,2005,Unknown
Chiamatemi Francesco - Il Papa della gente,2015-12-03,Drama,2015,Unknown
Shinjuku Incident,2009-03-22,Drama Action Thriller Crime,2009,Unknown
Pandaemonium,2001-06-29,Drama Foreign,2001,Unknown
Groundhog Day,1993-02-11,Romance Fantasy Drama Comedy,1993,Unknown
Magic Mike XXL,2015-07-01,Comedy Drama Music,2015,Unknown
Romeo + Juliet,1996-10-31,Drama Romance,1996,Unknown
Sarah's Key,2010-09-16,Drama War,2010,Unknown
Freedom,2014-08-21,Drama,2014,Unknown
Unforgiven,1992-08-07,Western,1992,Unknown
Manderlay,2005-05-16,Drama,2005,Unknown
Slumdog Millionaire,2008-05-12,Drama Romance,2008,Unknown
Fatal Attraction,1987-09-11,Drama Romance Thriller,1987,Unknown
Pretty Woman,1990-03-23,Romance Comedy,1990,Unknown
Crocodile Dundee II,1988-05-19,Adventure Comedy,1988,Unknown
Broken Horses,2015-03-15,Thriller Mystery Drama Crime,2015,Unknown
Born on the Fourth of July,1989-12-20,Drama War,1989,Unknown
Cool Runnings,1993-09-30,Comedy,1993,Unknown
My Bloody Valentine,2009-01-16,Mystery Horror,2009,Unknown
Stomp the Yard,2007-05-16,Drama Music,2007,Unknown
The Spy Who Loved Me,1977-07-07,Adventure Action Thriller,1977,Unknown
Urban Legend,1998-09-25,Horror Thriller,1998,Unknown
Good Deeds,2012-02-23,Comedy Drama Romance,2012,Unknown
White Fang,1991-01-18,Action Adventure Drama Family,1991,Unknown
Superstar,1999-10-08,Comedy Family,1999,Unknown
The Iron Lady,2011-12-30,History Drama,2011,Unknown
Jonah: A VeggieTales Movie,2002-10-04,Action Adventure Animation Comedy Family Fantasy Romance,2002,Unknown
Poetic Justice,1993-07-23,Drama Romance,1993,Unknown
All About the Benjamins,2002-03-08,Action Adventure Comedy,2002,Unknown
Vampire in Brooklyn,1995-10-27,Comedy Horror Romance,1995,Unknown
Exorcist II: The Heretic,1977-06-17,Horror Thriller Fantasy,1977,Unknown
An American Haunting,2005-05-05,Horror Thriller,2005,Unknown
My Boss's Daughter,2003-08-21,Comedy Romance,2003,Unknown
A Perfect Getaway,2009-06-08,Thriller Mystery Adventure,2009,Unknown
Our Family Wedding,2010-03-12,Comedy,2010,Unknown
Dead Man on Campus,1998-08-21,Comedy,1998,Unknown
Tea with Mussolini,1999-03-25,Comedy Drama War,1999,Unknown
Thinner,1996-10-25,Horror Thriller,1996,Unknown
"New York, New York",1977-06-21,Drama Music Romance,1977,Unknown
Crooklyn,1994-05-13,Comedy Drama,1994,Unknown
I Think I Love My Wife,2007-03-16,Comedy Romance,2007,Unknown
Jason X,2001-07-24,Horror Science Fiction,2001,Unknown
Bobby,2006-09-05,History Drama,2006,Unknown
Head Over Heels,2001-02-02,Comedy Romance,2001,Unknown
Fun Size,2012-10-25,Comedy,2012,Unknown
The Diving Bell and the Butterfly,2007-05-22,Drama,2007,Unknown
Little Children,2006-10-06,Romance Drama,2006,Unknown
Gossip,2000-04-21,Drama Mystery Thriller,2000,Unknown
A Walk on the Moon,1999-01-29,Drama Romance,1999,Unknown
Catch a Fire,2006-10-27,Action Drama Thriller,2006,Unknown
Soul Survivors,2001-09-06,Horror Mystery Thriller,2001,Unknown
Jefferson in Paris,1995-03-31,Drama Romance,1995,Unknown
Easy Virtue,2008-01-01,Comedy Romance,2008,Unknown
Caravans,1978-11-02,Action Adventure Drama Romance,1978,Unknown
Mr. Turner,2014-10-31,History Drama,2014,Unknown
Wild Grass,2009-05-20,Drama Romance,2009,Unknown
Amen.,2002-02-13,Drama History,2002,Unknown
Reign of Assassins,2010-09-01,History Action,2010,Unknown
The Lucky Ones,2008-09-26,Comedy Drama History,2008,Unknown
Margaret,2011-09-30,Drama,2011,Unknown
Stan Helsing,2009-10-27,Comedy Horror,2009,Unknown
Flipped,2010-08-06,Romance Drama,2010,Unknown
Brokeback Mountain,2005-09-02,Drama Romance,2005,Unknown
Clueless,1995-07-19,Comedy Drama Romance,1995,Unknown
Far from Heaven,2002-09-01,Drama Romance,2002,Unknown
Hot Tub Time Machine 2,2015-02-20,Comedy,2015,Unknown
Quills,2000-11-22,Drama,2000,Unknown
Seven Psychopaths,2012-09-07,Comedy Crime,2012,Unknown
The Caveman's Valentine,2001-01-19,Drama Mystery Thriller,2001,Unknown
Downfall,2004-09-08,Drama History War,2004,Unknown
The Sea Inside,2004-09-03,Drama,2004,Unknown
Under the Skin,2014-03-14,Thriller Science Fiction Drama,2014,Unknown
"Good Morning, Vietnam",1987-12-23,Comedy Drama War,1987,Unknown
The Last Godfather,2010-12-29,Action Comedy Thriller,2010,Unknown
Justin Bieber: Never Say Never,2011-02-11,Documentary Music Family,2011,Unknown
Black Swan,2010-12-02,Drama Thriller,2010,Unknown
The Godfather: Part II,1974-12-20,Drama Crime,1974,Unknown
Save the Last Dance,2001-01-12,Drama Family Romance Music,2001,Unknown
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,Horror Thriller,1988,Unknown
Miracles from Heaven,2016-03-17,Drama,2016,Unknown
"Dude, Where’s My Car?",2000-12-15,Comedy,2000,Unknown
Young Guns,1988-08-12,Crime Action Adventure Drama Western,1988,Unknown
St. Vincent,2014-10-09,Comedy,2014,Unknown
About Last Night,2014-02-14,Comedy Romance,2014,Unknown
10 Things I Hate About You,1999-03-30,Comedy Romance Drama,1999,Unknown
The New Guy,2002-05-10,Comedy Family,2002,Unknown
National Lampoon's Loaded Weapon 1,1993-02-04,Comedy,1993,Unknown
The Shallows,2016-06-24,Horror Drama Thriller,2016,Unknown
The Butterfly Effect,2004-01-22,Science Fiction Thriller,2004,Unknown
Snow Day,2000-02-11,Comedy Family,2000,Unknown
This Christmas,2007-11-27,Comedy Drama,2007,Unknown
Baby Geniuses,1999-03-12,Science Fiction Comedy Family,1999,Unknown
The Big Hit,1998-04-24,Action Adventure Comedy Thriller,1998,Unknown
Harriet the Spy,1996-07-10,Comedy Drama Family,1996,Unknown
Child's Play 2,1990-11-09,Drama Horror,1990,Unknown
No Good Deed,2014-09-10,Crime Thriller,2014,Unknown
The Mist,2007-11-21,Science Fiction Horror Thriller,2007,Unknown
Ex Machina,2015-01-21,Drama Science Fiction,2015,Unknown
Being John Malkovich,1999-09-30,Fantasy Drama Comedy,1999,Unknown
Two Can Play That Game,2001-09-07,Comedy Romance,2001,Unknown
Earth to Echo,2014-06-14,Family Adventure Science Fiction,2014,Unknown
Crazy/Beautiful,2001-06-29,Drama Romance,2001,Unknown
Letters from Iwo Jima,2006-12-19,Action Adventure Drama War,2006,Unknown
The Astronaut Farmer,2006-10-15,Adventure Comedy Drama Science Fiction,2006,Unknown
Woo,1998-05-08,Comedy Romance,1998,Unknown
Room,2015-10-16,Drama Thriller,2015,Unknown
Dirty Work,1998-06-12,Comedy,1998,Unknown
Serial Mom,1994-04-13,Comedy Crime Horror Thriller,1994,Unknown
Dick,1999-08-04,Comedy,1999,Unknown
Light It Up,1999-11-04,Drama Thriller,1999,Unknown
54,1998-08-28,Music Drama,1998,Unknown
Bubble Boy,2001-08-24,Adventure Comedy Drama Romance,2001,Unknown
Birthday Girl,2001-09-06,Comedy Crime Thriller,2001,Unknown
21 & Over,2013-03-01,Comedy,2013,Unknown
"Paris, je t'aime",2006-05-16,Drama Romance,2006,Unknown
Resurrecting the Champ,2007-06-14,Drama,2007,Unknown
Admission,2013-03-21,Comedy Drama Romance,2013,Unknown
The Widow of Saint-Pierre,2000-01-01,Romance Drama,2000,Unknown
Chloe,2009-03-25,Drama Thriller Mystery,2009,Unknown
Faithful,1996-04-03,Comedy Crime Drama,1996,Unknown
Find Me Guilty,2006-03-16,Drama Action Comedy Crime,2006,Unknown
The Perks of Being a Wallflower,2012-09-20,Drama Romance,2012,Unknown
Excessive Force,1993-05-14,Action,1993,Unknown
Infamous,2006-11-16,Drama,2006,Unknown
The Claim,2000-12-29,Drama Romance Western,2000,Unknown
The Vatican Tapes,2015-07-24,Thriller Horror,2015,Unknown
Attack the Block,2011-05-12,Action Comedy Science Fiction,2011,Unknown
In the Land of Blood and Honey,2011-12-23,Drama Romance War,2011,Unknown
The Call,2013-03-14,Crime Thriller,2013,Unknown
Operation Chromite,2016-07-27,History Drama War Action,2016,Unknown
The Crocodile Hunter: Collision Course,2002-07-26,Family Action Adventure,2002,Unknown
I Love You Phillip Morris,2009-01-18,Comedy Drama Romance,2009,Unknown
Quest for Fire,1981-12-15,Adventure Drama,1981,Unknown
Antwone Fisher,2002-12-19,Drama Romance,2002,Unknown
The Emperor's Club,2002-11-22,Drama Romance,2002,Unknown
True Romance,1993-09-09,Action Thriller Crime Romance,1993,Unknown
Womb,2010-07-15,Romance Science Fiction,2010,Unknown
Glengarry Glen Ross,1992-09-15,Crime Drama Mystery,1992,Unknown
The Killer Inside Me,2010-02-19,Crime Drama Thriller,2010,Unknown
Cat People,1982-04-02,Drama Fantasy Horror Thriller,1982,Unknown
Sorority Row,2009-09-09,Horror Mystery Thriller,2009,Unknown
The Prisoner of Zenda,1937-09-03,Adventure Drama Romance,1937,Unknown
Lars and the Real Girl,2007-10-12,Comedy Romance Drama,2007,Unknown
The Boy in the Striped Pyjamas,2008-05-07,War Drama,2008,Unknown
Dancer in the Dark,2000-05-17,Drama Crime Music,2000,Unknown
Oscar and Lucinda,1997-12-31,Drama Romance,1997,Unknown
The Funeral,1996-01-26,Crime Drama,1996,Unknown
Solitary Man,2009-09-07,Comedy Drama Romance,2009,Unknown
Machete,2010-09-01,Action Comedy Thriller,2010,Unknown
Casino Jack,2010-09-16,Crime Comedy Drama,2010,Unknown
The Land Before Time,1988-11-18,Animation Adventure Family,1988,Unknown
Tae Guk Gi: The Brotherhood of War,2004-02-05,Action Adventure Drama History War,2004,Unknown
The Perfect Game,2010-04-01,Drama Family,2010,Unknown
The Exorcist,1973-12-26,Drama Horror Thriller,1973,Unknown
Jaws,1975-06-18,Horror Thriller Adventure,1975,Unknown
American Pie,1999-07-09,Comedy Romance,1999,Unknown
Ernest & Celestine,2012-12-12,Animation Comedy Drama Family,2012,Unknown
The Golden Child,1986-12-12,Action Adventure Comedy,1986,Unknown
Think Like a Man,2012-04-16,Comedy Romance,2012,Unknown
Barbershop,2002-04-01,Comedy Drama,2002,Unknown
Star Trek II: The Wrath of Khan,1982-06-03,Action Adventure Science Fiction Thriller,1982,Unknown
Ace Ventura: Pet Detective,1994-02-04,Comedy Mystery,1994,Unknown
WarGames,1983-06-03,Thriller Science Fiction,1983,Unknown
Witness,1985-02-08,Crime Drama Romance Thriller,1985,Unknown
Act of Valor,2012-02-24,Action Thriller War,2012,Unknown
Step Up,2006-08-11,Music Drama Romance Crime,2006,Unknown
Beavis and Butt-Head Do America,1996-12-15,Animation Comedy,1996,Unknown
Jackie Brown,1997-12-24,Comedy Crime Romance,1997,Unknown
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,Comedy Adventure,2008,Unknown
Chronicle,2012-02-01,Science Fiction Drama Thriller,2012,Unknown
Yentl,1983-11-18,Music Drama Romance,1983,Unknown
Time Bandits,1981-07-13,Family Fantasy Science Fiction Adventure Comedy,1981,Unknown
Crossroads,2002-02-15,Action Adventure Comedy Drama Family Music Romance,2002,Unknown
Project X,2012-03-01,Comedy Crime,2012,Unknown
Patton,1970-01-25,Drama History War,1970,Unknown
One Hour Photo,2002-08-21,Horror Thriller,2002,Unknown
Quarantine,2008-10-10,Horror Science Fiction Thriller,2008,Unknown
The Eye,2008-02-01,Drama Horror Thriller,2008,Unknown
Johnson Family Vacation,2004-04-07,Comedy Family,2004,Unknown
How High,2001-12-21,Comedy,2001,Unknown
The Muppet Christmas Carol,1992-12-10,Comedy Family Fantasy Drama,1992,Unknown
Frida,2002-08-29,Drama Romance,2002,Unknown
Katy Perry: Part of Me,2012-06-28,Documentary Music,2012,Unknown
The Fault in Our Stars,2014-05-16,Romance Drama,2014,Unknown
Rounders,1998-09-11,Drama Crime,1998,Unknown
Top Five,2014-12-12,Drama Comedy,2014,Unknown
Prophecy,1979-01-01,Horror Science Fiction,1979,Unknown
Stir of Echoes,1999-09-10,Horror Mystery Thriller,1999,Unknown
Philomena,2013-11-01,Drama,2013,Unknown
The Upside of Anger,2005-01-23,Comedy Drama,2005,Unknown
The Boys from Brazil,1978-10-05,Horror Drama Thriller Science Fiction,1978,Unknown
Aquamarine,2006-03-03,Fantasy Romance Family Comedy,2006,Unknown
Paper Towns,2015-06-18,Drama Mystery Romance,2015,Unknown
My Baby's Daddy,2004-01-09,Comedy,2004,Unknown
Nebraska,2013-09-21,Drama Adventure,2013,Unknown
Tales from the Crypt: Demon Knight,1995-01-13,Horror Comedy Thriller,1995,Unknown
Max Keeble's Big Move,2001-10-05,Comedy Family Fantasy Science Fiction,2001,Unknown
Young Adult,2011-12-16,Comedy Drama,2011,Unknown
Crank,2006-08-31,Action Thriller Crime,2006,Unknown
Def Jam's How to Be a Player,1997-08-06,Comedy Romance,1997,Unknown
Living Out Loud,1998-10-30,Comedy Drama Romance,1998,Unknown
Just Wright,2010-05-14,Comedy Drama Romance,2010,Unknown
Rachel Getting Married,2008-10-03,Drama,2008,Unknown
The Postman Always Rings Twice,1981-03-20,Romance Crime Drama,1981,Unknown
Girl with a Pearl Earring,2003-08-31,Drama Romance,2003,Unknown
Das Boot,1981-09-16,Action Drama History War Adventure,1981,Unknown
Sorority Boys,2002-03-22,Comedy,2002,Unknown
About Time,2013-08-16,Comedy Drama Science Fiction,2013,Unknown
House of Flying Daggers,2004-05-19,Adventure Drama Action Romance,2004,Unknown
Arbitrage,2012-09-14,Drama Thriller,2012,Unknown
Project Almanac,2015-01-30,Science Fiction Thriller,2015,Unknown
Cadillac Records,2008-12-05,Drama History Music,2008,Unknown
Screwed,2000-05-12,Action Comedy,2000,Unknown
Fortress,1992-09-30,Action Thriller Science Fiction,1992,Unknown
For Your Consideration,2006-11-22,Comedy Drama,2006,Unknown
Celebrity,1998-09-07,Drama Comedy,1998,Unknown
Running with Scissors,2006-10-27,Drama Comedy,2006,Unknown
From Justin to Kelly,2003-06-20,Comedy Romance,2003,Unknown
Girl 6,1996-03-22,Comedy,1996,Unknown
In the Cut,2003-09-09,Mystery Thriller,2003,Unknown
Two Lovers,2008-11-19,Drama Romance,2008,Unknown
Last Orders,2001-09-10,Comedy Drama,2001,Unknown
The Host,2006-07-27,Horror Drama Science Fiction,2006,Unknown
The Pursuit of D.B. Cooper,1981-11-13,Adventure Crime Thriller,1981,Unknown
Ravenous,1999-03-16,Comedy Horror Thriller Western,1999,Unknown
Charlie Bartlett,2008-02-22,Comedy Drama,2008,Unknown
The Great Beauty,2013-05-21,Comedy Drama,2013,Unknown
The Dangerous Lives of Altar Boys,2002-06-14,Comedy Drama,2002,Unknown
Stoker,2013-02-28,Drama Horror Thriller,2013,Unknown
2046,2004-05-20,Fantasy Drama Science Fiction Romance,2004,Unknown
Married Life,2007-09-12,Crime Drama Romance,2007,Unknown
Duma,2005-04-22,Adventure Drama Family,2005,Unknown
Ondine,2009-09-14,Drama Romance,2009,Unknown
Brother,2000-09-09,Crime Drama Thriller,2000,Unknown
Welcome to Collinwood,2002-05-24,Comedy,2002,Unknown
Critical Care,1997-10-31,Comedy Drama,1997,Unknown
The Life Before Her Eyes,2007-09-08,Thriller Drama Mystery,2007,Unknown
Darling Companion,2012-04-20,Drama Romance,2012,Unknown
Trade,2007-01-23,Drama Thriller,2007,Unknown
Fateless,2005-02-10,War Drama,2005,Unknown
Breakfast of Champions,1999-02-13,Comedy,1999,Unknown
"A Woman, a Gun and a Noodle Shop",2009-12-11,Comedy Drama Thriller,2009,Unknown
Cypher,2002-10-01,Thriller Science Fiction Mystery,2002,Unknown
City of Life and Death,2009-04-22,Drama History War,2009,Unknown
Legend of a Rabbit,2011-01-01,Animation Family Action Adventure Comedy,2011,Unknown
Space Battleship Yamato,2010-12-01,Science Fiction,2010,Unknown
5 Days of War,2011-04-14,War Drama,2011,Unknown
Triangle,2009-10-16,Horror,2009,Unknown
10 Days in a Madhouse,2015-11-20,Drama,2015,Unknown
Heaven is for Real,2014-04-16,Drama,2014,Unknown
Snatch,2000-09-01,Thriller Crime,2000,Unknown
Dancin' It's On,2015-10-16,Drama Romance,2015,Unknown
Pet Sematary,1989-04-21,Drama Horror,1989,Unknown
Madadayo,1993-04-17,Drama,1993,Unknown
The Cry of the Owl,2009-02-07,Drama,2009,Unknown
A Tale of Three Cities,2015-08-28,Drama History Romance,2015,Unknown
Gremlins,1984-06-07,Fantasy Horror Comedy,1984,Unknown
Star Wars,1977-05-25,Adventure Action Science Fiction,1977,Unknown
Dirty Grandpa,2016-01-21,Comedy,2016,Unknown
Doctor Zhivago,1965-12-22,Drama Romance War,1965,Unknown
Trash,2014-10-09,Adventure Crime Drama Thriller,2014,Unknown
High School Musical 3: Senior Year,2008-10-22,Comedy Drama Family Music Romance,2008,Unknown
The Fighter,2010-12-17,Drama,2010,Unknown
Jackass Number Two,2006-09-22,Action Comedy Documentary,2006,Unknown
My Cousin Vinny,1992-03-13,Comedy Drama,1992,Unknown
If I Stay,2014-08-21,Drama,2014,Unknown
Drive Hard,2014-05-26,Action Comedy Crime,2014,Unknown
Major League,1989-02-16,Comedy,1989,Unknown
St. Trinian's,2007-12-21,Comedy Family Science Fiction,2007,Unknown
Phone Booth,2002-09-09,Thriller Drama,2002,Unknown
A Walk to Remember,2002-01-25,Drama Romance,2002,Unknown
Dead Man Walking,1995-12-29,Drama,1995,Unknown
Cruel Intentions,1999-03-05,Drama Romance Thriller,1999,Unknown
Saw VI,2009-10-22,Horror Mystery,2009,Unknown
History of the World: Part I,1981-06-12,Comedy,1981,Unknown
The Secret Life of Bees,2008-09-17,Adventure,2008,Unknown
Corky Romano,2001-10-12,Action Comedy Crime,2001,Unknown
Raising Cain,1992-08-07,Drama Horror Thriller Crime,1992,Unknown
F.I.S.T.,1978-04-26,Drama Action,1978,Unknown
Invaders from Mars,1986-01-01,Science Fiction,1986,Unknown
